Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Std,Bwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Flow Bytes/s,Flow Packets/s,Protocol,Source Port,Destination Port,Fwd IAT Mean,Fwd IAT Std,Bwd IAT Mean,Bwd IAT Std,Fwd PSH Flags,Fwd URG Flags,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Idle Mean,Idle Std,Label,Binary Label
15292,24,10,12668,2362,84.519684,273.136928,9.361723,249.221024,494.394414,2309.739391,90.367009,982866.858488,2223.384776,6,30002,21,1184.699883,638.716177,2277.580887,982.938136,0,0,0,0,0,1,3,0,0,0,67.475469,84.519684,494.394414,23.111983,10723.542519,9.198571,2068.920424,48508,54675,18.243534,199,5270.043355,1156.131833,4257.369107,1483.432258,DDoS,1
14243,2,9,51,1749,732.033271,1759.235056,216.574656,44.039372,89.293443,168.261157,51.228362,126377.869831,772.309205,6,44602,22842,5134.7279,557.999133,598.112879,1074.849262,0,0,0,5,0,0,7,0,0,0,482.82198,732.033271,89.293443,1.660573,46.281048,7.688348,1541.504554,55558,15777,1.608684,94,13731.934513,1495.588694,3355.740272,5517.958543,BENIGN,0
41633,9,2,4312,205,404.756575,609.551801,153.84661,18.423273,209.873569,746.098651,137.687129,108495.664497,264.213484,6,60297,17970,1239.387572,353.487306,2272.643641,63.425437,0,0,0,2,0,1,4,0,0,0,94.998411,404.756575,209.873569,7.253074,3561.755479,1.993802,204.745555,47573,34494,7.516355,90,825.024998,2790.933831,1305.139011,3189.792487,BENIGN,0
18899,17,4,3090,70,497.562059,2209.894896,389.595027,72.761559,206.824056,392.990896,51.696431,167204.614001,1111.169903,17,19991,80,1432.773759,412.14353,4752.485629,1265.596265,0,0,2,2,0,0,3,0,0,0,40.762282,497.562059,206.824056,15.454948,2707.274341,3.376155,62.382563,18828,28813,13.277385,72,12908.845074,2731.877111,9535.77357,18804.645568,BENIGN,0
40630,11,1,2391,288,23.805143,72.673096,13.858976,129.949584,514.356208,1542.528185,131.858823,65936.500123,295.348265,6,32714,35574,1329.941058,248.878903,5892.699793,953.691871,0,0,1,3,0,0,7,0,0,0,243.094728,23.805143,514.356208,9.043964,1967.969703,0.842357,268.586419,25356,16955,10.064889,132,15932.386757,1358.914586,2884.401808,1104.020128,BENIGN,0
9004,8,3,2615,1732,526.543667,2570.378693,300.957315,172.7461,219.115411,783.638402,109.79126,482785.428698,1221.679254,6,44790,80,309.937968,92.401992,1371.155223,730.246618,0,0,0,1,0,2,6,0,0,0,88.220761,526.543667,219.115411,7.900104,2369.75982,2.99379,1636.259699,3421,40998,7.915189,175,4532.810367,2121.552674,5540.067438,1778.719802,DDoS,1
11990,20,7,11287,96,297.067737,446.65648,82.039451,90.703131,822.53593,4054.738768,389.717046,949374.478732,2251.876564,6,27326,62150,135.150111,1330.606726,476.401633,115.327287,0,0,1,3,0,1,5,0,0,0,594.501471,297.067737,822.53593,16.662928,10294.346761,6.461379,87.684681,10253,36158,18.932759,162,1794.061954,68.608394,1960.447756,1666.379791,BENIGN,0
53789,11,7,16153,2759,960.356798,2854.546443,413.080225,648.153618,118.654387,388.260198,12.34947,351596.051237,334.640912,6,21629,80,70.691246,687.932062,30.431549,514.866436,0,0,0,2,0,0,8,0,0,0,193.673392,960.356798,118.654387,9.475089,13124.266156,5.808066,2615.299538,60786,22263,8.288636,62,4866.521671,1166.778616,41847.119833,1120.954139,BENIGN,0
92450,24,6,12557,319,43.947915,209.617882,8.639532,771.803314,403.076992,1677.163531,278.181258,139275.283937,324.49973,6,36091,8080,119.791001,1095.924881,531.641657,77.761898,1,0,0,1,0,0,5,0,0,0,129.562397,43.947915,403.076992,22.836712,12518.545497,4.941335,263.020644,36926,37810,22.533846,171,6631.396797,3579.666374,21150.577649,7646.177269,BENIGN,0
16569,4,3,4010,164,636.268701,2954.392619,243.172591,126.393817,216.508942,1010.642252,70.319914,251916.229103,422.475708,1,15219,443,373.361331,899.777324,25.463334,441.902919,0,0,1,1,2,1,6,0,1,0,830.560677,636.268701,216.508942,3.596013,3786.554084,2.404756,153.555195,3425,26731,3.140946,147,6687.370716,528.817888,12653.859132,429.673383,BENIGN,0
139072,3,7,623,2418,996.16992,2175.049083,709.83996,35.023935,127.185658,543.574802,97.169388,21866.371376,71.9052,6,29725,445,1327.109409,21.267815,156.186236,2201.393517,0,0,0,1,0,0,4,1,0,0,203.21863,996.16992,127.185658,2.454706,531.432905,5.692814,1998.672759,12578,47589,2.175306,199,583.557609,2714.403634,17604.897442,6297.711253,BENIGN,0
50285,14,1,9326,19,1112.651071,2932.836737,662.369301,12.224758,263.776107,562.082531,135.939568,185840.707965,298.299692,6,19906,48046,124.837333,110.420843,950.816957,755.73376,1,0,1,2,1,1,6,0,0,1,973.002748,1112.651071,263.776107,13.939618,8061.136651,0.81942,15.390749,64565,26017,10.134647,61,5331.913206,389.981897,13437.710413,1521.288653,BENIGN,0
11438,13,11,8742,5663,1848.114943,9122.974933,257.042804,549.160061,95.578768,430.561314,27.762086,1259398.496241,2098.268928,6,28060,80,1960.479792,196.302419,1345.472697,2814.001122,0,0,0,1,0,0,11,0,0,0,1007.665531,1848.114943,95.578768,11.33844,8000.82348,10.900732,4643.339111,14252,18502,10.480223,185,14687.112749,4160.882657,9490.898993,7147.382142,BENIGN,0
247990,15,5,4290,601,55.168818,174.145403,37.518497,303.842518,49.731479,160.091059,15.06661,19722.569458,80.648413,6,30920,3389,1335.6665,674.616099,763.602259,97.417863,1,0,0,3,0,0,6,0,0,0,63.93371,55.168818,49.731479,13.849929,3835.285173,4.906214,558.882557,8754,36291,11.801348,81,4732.005955,374.614333,5630.13954,622.908225,BENIGN,0
4673,15,2,12650,345,25.826045,120.615277,7.851242,240.134271,126.584924,581.61089,92.602791,2780868.820886,3637.919966,6,40209,16605,479.681586,214.175414,436.129035,753.783282,1,0,0,0,0,1,4,0,0,0,301.795042,25.826045,126.584924,13.572382,12284.636499,1.867814,334.050023,60353,50518,13.90716,88,9427.483256,3989.830608,4924.543413,2653.706115,BENIGN,0
122939,43,5,12355,28,617.617188,1364.460279,441.508017,116.386033,70.978727,205.528919,10.106566,100724.749673,390.437534,6,19545,143,484.624202,99.180902,2136.739997,66.869561,0,0,1,2,1,0,6,0,0,0,370.158212,617.617188,70.978727,35.185382,10588.898372,4.962469,23.358294,63186,14316,31.93852,130,36834.127539,520.272182,16496.175421,1267.452186,BENIGN,0
116095,5,7,534,3259,709.383184,1295.972551,512.834835,146.895363,81.538048,149.494008,40.156077,32671.519015,103.363625,17,46269,29456,1037.342385,349.768205,472.435548,1108.163614,1,0,2,1,0,0,6,0,1,0,369.326214,709.383184,81.538048,4.67743,520.724136,5.889073,2961.490023,37287,20284,4.996228,152,7805.500484,2146.481917,6453.007928,314.280107,BENIGN,0
68179,4,5,3601,480,389.517661,1939.025069,60.436143,833.345452,209.439082,520.300946,26.246001,59857.140762,132.005456,6,48484,49736,465.560995,415.148145,4208.365178,1137.322021,0,0,2,5,0,1,4,0,0,0,1499.12672,389.517661,209.439082,3.802947,3024.989888,4.720457,404.866266,52642,50869,3.884994,80,4233.822732,172.28347,12387.584488,4499.946849,BENIGN,0
3456,7,13,8063,1012,358.637414,1060.55134,79.581088,284.046756,107.403438,175.527603,82.6559,2625868.055556,5787.037037,6,27278,37320,281.338412,186.454536,1856.207862,407.338174,0,0,0,1,1,0,7,0,0,0,287.001087,358.637414,107.403438,5.877828,7737.888496,12.246761,938.838812,5990,65147,5.212031,66,1811.973005,18.994875,7589.265557,151.831361,BENIGN,0
39894,16,7,4520,764,113.972957,181.346613,24.997179,126.388918,224.159726,471.26004,171.50866,132450.995137,576.527799,6,21787,80,4112.95373,816.300833,1967.924917,220.41698,0,0,1,1,1,0,8,0,0,0,199.252077,113.972957,224.159726,15.909258,3828.788018,5.688671,762.285735,47107,12874,12.328208,75,4767.751655,3432.297278,2408.820819,1760.240319,BENIGN,0
3640,11,5,1502,1895,285.311566,551.985514,105.154748,872.636708,315.779633,610.739037,213.917126,933241.758242,4395.604396,6,3992,8080,2878.871929,39.951726,454.007909,689.38463,1,0,0,2,0,1,4,0,0,0,121.871272,285.311566,315.779633,9.020019,1214.758587,4.394227,1517.327213,51512,46710,8.406463,95,300.697355,2370.775126,2460.24373,1993.513536,BENIGN,0
36004,41,0,84586,0,266.496819,530.880307,212.531535,466.228308,447.224042,1862.90618,63.449933,2349350.072214,1138.76236,6,57850,53,964.818536,421.697188,139.662417,118.002655,1,0,1,0,0,0,8,0,0,0,140.394845,266.496819,447.224042,35.305612,78405.184232,0.0,0.0,34577,40832,40.93416,127,419.923359,3975.304402,29248.931704,4919.83151,BENIGN,0
69078,13,5,6856,1825,501.001093,1428.0874,363.02994,165.387682,139.018327,469.382239,104.037087,125669.532992,260.575002,17,57623,443,1061.034836,338.94854,92.878888,375.6839,1,0,0,3,0,2,5,0,0,0,493.616602,501.001093,139.018327,12.887377,6025.821379,4.738522,1470.039285,55927,12407,12.254432,121,797.218719,1414.51863,8540.692241,2556.843539,DoS,1
17618,11,1,1067,13,468.341159,1407.739572,101.490347,31.560274,401.643092,1619.102684,148.478308,61300.942218,681.12158,6,47742,80,562.708525,865.671437,1716.198317,353.395563,0,0,1,3,2,1,5,0,0,0,154.84221,468.341159,401.643092,8.851112,996.080708,0.847657,11.987365,55111,15934,8.170069,192,2161.779182,1162.575278,1757.448275,7684.687146,BENIGN,0
3198,10,6,6486,3533,480.553486,2021.798162,57.80086,18.251618,57.976785,194.156977,30.651241,3132895.559725,5003.126954,6,14050,143,1687.304908,936.003508,2156.165229,178.588321,0,0,0,1,0,0,5,1,0,0,155.49255,480.553486,57.976785,8.407944,6004.675651,5.5265,2983.559275,17903,37735,7.387399,70,2331.664315,1669.891431,8262.617292,1737.350848,BENIGN,0
24574,10,3,5015,718,41.569172,119.526081,5.841903,179.644044,109.836902,206.652879,53.631829,233295.352812,529.014405,6,7010,25,1009.325924,60.007441,757.271172,1485.941767,0,0,1,2,1,0,6,0,0,0,160.820623,41.569172,109.836902,9.805973,4247.938603,2.74822,619.32635,50842,49488,9.15619,95,8865.810321,1855.537743,6813.943532,690.76483,BENIGN,0
24580,6,14,8174,3002,1030.519073,4744.929154,436.814236,141.188669,59.103208,153.613657,43.197764,454678.600488,813.66965,6,23777,3389,390.795584,938.50642,2310.316402,197.360772,0,0,0,2,1,0,5,0,0,0,336.724514,1030.519073,59.103208,5.309011,7117.294188,11.979142,2565.33778,9240,40687,4.801792,113,16584.038888,227.391431,695.078521,315.041048,PortSc,1
8325,15,2,3252,315,276.863248,822.567158,187.081808,108.487997,455.343277,700.473373,178.253426,428468.468468,2042.042042,6,40492,25,2270.767591,783.642341,4450.917795,465.326209,0,0,1,1,1,0,6,0,0,0,111.932055,276.863248,455.343277,12.503978,2976.926294,1.665361,267.377498,51511,27589,13.88292,143,2850.147806,4122.745253,6556.123918,4465.574426,BENIGN,0
76212,13,3,9880,105,210.420866,448.320639,56.221924,43.992703,531.704045,2194.364135,337.526877,131016.112948,209.940692,6,25519,16400,1664.739891,195.441669,263.684176,984.884871,0,0,0,4,0,0,2,0,0,0,92.690262,210.420866,531.704045,11.803465,9671.200846,2.866828,92.849041,54074,50865,11.693349,166,1800.769019,1507.303462,24064.459656,869.213471,BENIGN,0
50953,6,4,3699,968,74.235606,360.178012,57.605676,216.187717,107.632396,473.554279,41.183012,91594.214276,196.259298,6,40519,15656,251.609638,627.976781,612.908653,390.131626,1,0,0,3,0,1,4,0,0,0,492.929667,74.235606,107.632396,5.526593,3475.124808,3.719573,954.428231,60027,24494,5.09576,113,3072.822518,1278.071537,2247.161989,1305.927688,Botnet,1
26599,14,8,8925,4832,36.12291,114.634364,22.972354,367.679463,81.775894,395.229549,11.853496,517199.894733,827.098763,6,34712,7236,2388.93188,1130.15922,330.062799,791.7198,0,0,1,2,0,2,8,0,0,0,891.325494,36.12291,81.775894,13.873884,8829.910786,7.722306,4704.014147,43534,32552,10.024937,73,2588.899096,5253.523407,5445.037918,6979.498565,BENIGN,0
66265,24,15,9586,3008,256.586556,900.040686,67.133001,294.477368,462.543716,1789.129468,125.995515,190055.081868,588.54599,6,54775,21,1315.15004,756.941678,1662.682666,111.311836,0,0,0,0,0,0,9,0,0,0,59.008763,256.586556,462.543716,20.846718,8972.301911,12.551147,2505.515674,34011,6252,20.082577,168,183.259662,1134.748057,468.338824,5147.163249,BENIGN,0
22492,4,3,337,1771,555.300617,901.424361,427.065659,183.863576,309.367397,695.966074,118.60445,93722.212342,311.221768,6,14068,143,781.539753,532.049055,2022.169471,174.738664,0,0,1,3,0,1,8,0,0,0,185.536824,555.300617,309.367397,3.655207,270.584866,2.693882,1667.713456,23656,21933,3.752252,55,4074.654636,1523.244395,3807.729204,3102.629201,BENIGN,0
2695,6,9,1488,3595,41.991976,162.508652,28.091874,324.387958,152.989863,293.806317,79.913882,1886085.343228,5565.862709,6,5746,22,2181.850774,583.187257,1012.158072,8.426816,0,0,1,2,0,0,3,0,0,0,216.937929,41.991976,152.989863,5.018227,1309.967961,7.718205,2878.395691,16839,22051,4.763075,23,186.692847,1413.59211,4070.467051,1689.229636,PortSc,1
78346,4,8,4615,6660,260.089419,416.114458,165.421054,153.009045,106.434021,213.112066,28.546921,143912.899191,153.166722,17,37767,25,874.658563,1010.169545,8632.424316,69.666798,1,0,2,1,0,0,4,0,0,0,845.995656,260.089419,106.434021,3.560561,3784.600121,7.684321,5849.387392,35074,1215,3.104509,158,14709.850331,204.336804,15856.869928,4379.887779,BENIGN,0
170688,10,3,1873,534,365.324411,1471.213202,286.314828,105.71011,457.556891,936.152815,91.53957,14101.752906,76.162355,6,58705,41393,1110.426254,115.879836,347.895619,1196.838074,0,0,1,1,0,0,8,0,0,0,1225.036544,365.324411,457.556891,8.822464,1750.498865,2.697513,452.819956,62778,61841,7.780499,111,5139.891213,608.573629,1506.551887,3753.433789,Botnet,1
13787,18,4,4304,2640,45.07815,175.939367,34.222383,297.213888,195.680979,493.43135,21.028995,503662.87082,1595.7061,6,48311,25,2871.303312,1087.367196,947.937812,146.715665,0,0,0,1,0,2,4,0,0,0,598.8056,45.07815,195.680979,14.815277,4170.565868,3.570981,2139.799968,4431,20694,13.412953,112,5446.390598,4212.729069,8671.704379,679.297672,BENIGN,0
24174,2,8,344,3386,158.513206,363.183194,112.540842,22.066884,243.906032,889.088501,131.581378,154298.006122,413.667577,6,14445,22,1451.758034,190.912105,1639.258163,428.982644,0,0,0,4,0,0,4,0,1,0,774.605989,158.513206,243.906032,1.840444,279.968455,6.910712,2731.618975,56308,60135,1.566059,129,2713.065557,4950.721247,4234.173694,6765.128362,PortSc,1
3981,2,4,64,1384,64.574008,98.526062,15.136333,148.712035,232.098095,782.545847,168.780647,363727.706606,1507.159005,17,41636,3389,3213.062707,727.36815,3114.892355,275.63639,0,0,1,1,1,0,6,0,0,0,252.332596,64.574008,232.098095,1.706254,53.324031,3.818189,1362.572352,2588,17041,1.61245,189,15127.211646,4188.248489,16096.704051,317.027703,BENIGN,0
14919,10,3,5891,1606,68.320988,178.151835,19.138988,862.413802,227.128588,340.768816,154.041415,502513.573296,871.372076,6,12775,42567,634.587769,251.699611,5651.403972,316.345155,0,0,2,2,0,1,4,0,0,0,851.420924,68.320988,227.128588,8.288335,4829.513443,2.838267,1533.474731,24167,19508,8.08759,129,4563.476457,225.927755,54299.841807,2866.644674,BENIGN,0
37650,21,6,6774,2345,60.965948,153.355823,44.952687,80.045788,792.309826,2644.243282,316.82916,242204.515272,717.131474,6,56732,143,34.143112,796.208593,1171.7084,596.540912,0,0,0,2,0,0,7,0,0,0,51.567675,60.965948,792.309826,19.658713,6683.495724,5.708982,2272.463564,1863,44014,17.903876,63,9715.625267,2507.933214,7213.280342,199.846554,BENIGN,0
2671,9,13,5476,1904,284.420445,948.367847,81.790357,401.045647,143.05585,692.226477,57.108174,2763010.108574,8236.6155,6,7447,143,996.668202,738.285,898.846108,1494.020054,0,0,1,4,1,1,9,0,0,0,846.119202,284.420445,143.05585,7.541072,4687.849466,10.655542,1651.76319,17522,47682,7.394302,48,7184.96346,1246.784267,22044.420415,2839.381304,BENIGN,0
81324,17,2,2278,1001,1026.262412,3747.127081,535.47233,412.1456,194.579359,929.712157,63.719711,40320.200679,233.633368,6,47487,22,751.177562,39.958741,2692.941287,122.028496,0,0,0,3,1,0,3,0,0,0,373.837246,1026.262412,194.579359,16.95781,2256.36542,1.994935,916.56394,17143,6421,12.00242,84,4820.211297,876.646932,14291.193819,11404.596214,BENIGN,0
106915,9,0,12452,0,171.177428,664.439388,44.443323,406.59758,251.206093,1175.190335,93.665656,116466.351775,84.179021,6,42010,445,207.871845,824.593297,1833.97995,1453.685784,0,0,2,0,0,0,7,0,0,0,382.90173,171.177428,251.206093,8.725897,10158.682836,0.0,0.0,6425,10023,7.981557,79,1941.223764,186.721842,6221.859566,2710.849851,BENIGN,0
466,8,2,418,127,1329.753298,4637.303644,211.472815,256.893544,54.224134,124.135023,37.346986,1169527.896996,21459.227468,6,1305,143,272.210883,486.947591,2244.514402,112.569142,0,0,0,1,1,0,4,0,0,0,595.610052,1329.753298,54.224134,6.507615,387.5957,1.72831,124.791032,31186,48997,6.681665,54,3132.652632,67.25813,27324.659927,9750.779636,BENIGN,0
44634,10,1,4216,199,1058.378205,3912.76864,447.295048,130.219975,111.738807,457.767646,30.003255,98915.62486,246.448895,6,45971,53233,1833.148158,22.435386,1865.980092,1417.892521,0,0,0,2,0,1,2,0,0,0,40.741865,1058.378205,111.738807,9.146683,4206.731151,0.937086,186.697998,4774,47076,8.193155,109,506.080099,3596.561649,4088.465283,2142.924211,BENIGN,0
23106,18,3,19286,167,569.862266,1137.441129,369.913543,31.285517,141.008373,233.286353,39.060179,841902.536138,908.854843,6,52348,14948,484.699033,395.704743,166.303236,33.200844,0,0,2,1,0,1,6,0,0,0,146.526247,569.862266,141.008373,15.668283,15577.848662,2.960376,148.186742,3532,1544,14.2685,77,772.951195,435.546196,11316.984708,920.289885,BENIGN,0
36899,10,10,976,1058,653.653014,1114.569936,213.182393,143.784863,335.431921,1031.099145,86.638968,55123.44508,542.020109,6,2272,445,178.840855,16.363539,1824.434823,1384.724786,0,0,0,2,0,1,8,0,0,0,359.170275,653.653014,335.431921,8.255597,902.855617,8.40844,860.742429,51476,30920,7.073418,40,6.419923,2904.146557,3567.020698,1133.032652,PortSc,1
104511,5,6,3208,895,227.128917,729.380331,48.806689,99.660934,187.840378,642.64381,74.785618,39259.025366,105.252079,6,30105,110,744.431735,356.793524,253.78541,1732.115676,0,0,1,4,0,0,5,0,0,0,712.644447,227.128917,187.840378,4.365525,2715.795953,5.191172,845.123256,22599,48154,4.212878,184,4276.982867,1903.544192,13718.160273,7113.804575,BENIGN,0
79601,16,2,16255,337,108.168316,515.387552,29.948217,300.718875,230.129944,1132.958458,78.066786,208439.592467,226.127812,1,5049,21,302.220845,877.661258,104.147506,4631.02406,0,0,1,3,0,0,3,1,0,0,182.065841,108.168316,230.129944,15.055393,14855.787595,1.798479,333.780186,33190,25073,14.983379,32,1701.475988,484.318327,2775.097764,163.440964,DoS,1
31843,6,8,832,1510,171.834204,532.105754,81.223744,133.835345,157.105742,303.476089,95.515966,73548.346575,439.657067,6,33791,22,888.067804,842.533507,6931.477956,459.568377,0,0,0,4,0,0,2,0,0,0,169.825884,171.834204,157.105742,5.632564,694.652642,7.139538,1294.28785,17762,24284,5.675283,76,1545.514151,2747.424435,11222.106204,5154.859161,PortSc,1
94874,17,5,7222,1483,62.175008,204.47778,9.302029,682.44866,547.86507,1556.398554,399.441394,91753.272762,231.886502,6,10792,443,484.226971,43.659864,2387.173391,775.532414,0,0,1,3,0,1,3,0,0,0,65.660138,62.175008,547.86507,16.267015,7198.138536,4.318106,1227.630033,7578,11907,12.38408,81,2937.596586,1966.533647,8753.620509,4318.623669,BENIGN,0
32942,14,5,23371,1905,179.64391,832.290753,104.939171,128.652184,128.634982,634.890838,39.809701,767287.960658,576.771295,6,11790,135,2049.348107,492.130735,1280.0737,1120.489607,0,1,0,0,0,0,8,0,0,0,1202.348603,179.64391,128.634982,12.540797,20723.858717,4.164178,1614.592427,4307,4789,12.784999,95,480.302158,2097.392079,2002.635111,1717.921434,PortSc,1
115514,22,0,25768,0,51.538123,118.599476,18.885002,293.06035,198.528235,972.652808,150.767999,223072.528005,190.453105,6,19230,5901,233.827827,314.052256,2195.282033,561.572669,0,0,0,1,1,2,6,0,0,0,99.503857,51.538123,198.528235,18.865829,22564.426588,0.0,0.0,53066,37329,19.809445,156,3153.729017,4385.0736,19147.056547,309.562,BENIGN,0
623,11,3,8524,1601,137.970512,515.750798,96.680926,146.923808,268.656943,946.876101,147.727128,16252006.420546,22471.910112,6,54003,21,79.199512,50.344812,533.151456,262.368753,0,0,0,1,1,1,6,0,0,0,53.915505,137.970512,268.656943,9.383705,7410.856822,2.719656,1399.521617,46240,37700,8.362856,125,171.111072,384.001298,3544.858466,3594.447777,BENIGN,0
116117,7,5,10214,127,187.955574,735.816337,140.007878,13.041943,20.38074,61.158565,8.617472,89056.727266,103.344041,6,4245,30711,310.403604,154.98747,1260.291221,795.661572,0,0,0,0,0,0,5,0,0,0,254.753875,187.955574,20.38074,6.460111,9730.375917,4.83996,122.29278,62150,38055,5.432061,71,4520.30738,1814.19055,25149.568948,11444.994604,BruteForce,1
15941,15,2,15271,114,319.031909,618.718589,164.24327,266.10481,659.994605,3189.566101,105.548617,965121.385108,1066.43247,6,9172,34321,894.959598,548.590442,1505.535305,523.23166,0,0,0,0,1,0,3,1,0,0,374.81422,319.031909,659.994605,13.622577,13700.491816,1.856998,99.919929,49698,34129,13.726211,118,1853.593759,612.927446,8734.275904,655.698446,BENIGN,0
15656,16,2,187,746,207.134573,977.138127,55.386785,59.882793,112.779238,370.515316,87.319649,59593.765968,1149.718958,6,5376,80,2600.503506,9.109546,164.805636,92.4559,0,0,0,0,0,1,4,0,0,0,786.951321,207.134573,112.779238,14.654113,151.315173,1.750089,661.371127,31751,39783,14.011338,24,1071.969044,1800.380018,1867.974921,1546.213623,BENIGN,0
14059,22,2,1078,80,1092.761902,1741.121373,772.660486,21.334164,369.786581,1744.640428,195.480423,82367.166939,1707.091543,17,31738,28207,886.951953,85.456737,874.66732,998.389133,0,0,0,4,0,2,5,0,0,0,394.142656,1092.761902,369.786581,21.546518,974.938656,1.992677,68.600033,59880,16249,17.537172,59,3413.841992,4655.134901,16230.624203,5418.147195,Botnet,1
39450,12,5,1069,356,380.244455,689.824583,78.457631,228.622123,173.84361,389.280267,82.069198,36121.673004,430.925222,1,51787,53477,181.640312,379.8482,3851.505873,13.22348,0,0,0,3,0,0,5,0,0,0,917.004615,380.244455,173.84361,10.989411,895.830008,4.427896,351.737481,52333,6963,9.2674,92,306.645463,426.173185,10773.683218,4242.407546,BENIGN,0
2222,8,3,884,480,508.072598,1179.231658,91.304853,176.347157,130.459661,285.799846,85.984823,613861.386139,4950.49505,1,43812,143,793.618922,92.015939,2829.437316,744.17329,0,0,1,2,0,1,1,0,0,0,139.755258,508.072598,130.459661,6.626683,869.82435,2.709024,432.879583,34630,3967,6.103274,48,4647.815886,714.495941,3055.294735,33.569325,BENIGN,0
108519,14,1,2475,630,986.035298,1644.19674,194.474909,360.523371,145.985247,425.170011,83.110463,28612.501037,138.224643,6,21912,110,968.709793,523.758458,1418.523838,228.017761,0,0,0,1,0,0,4,0,0,0,124.627865,986.035298,145.985247,11.994233,2418.404096,0.941014,587.217368,18643,40985,12.956316,157,9433.281829,1113.160672,1600.045029,2422.590829,BENIGN,0
16046,21,5,16040,1402,42.484497,211.44561,13.622428,106.028903,168.058132,720.823203,69.773956,1086999.875358,1620.341518,6,17467,135,597.432396,1110.203856,1564.6511,2960.521084,1,0,0,2,0,1,8,1,0,0,132.540966,42.484497,168.058132,19.120051,14423.877014,4.380989,1336.621692,48887,6788,17.293801,83,5348.908859,817.588827,25095.594652,1698.190633,BENIGN,0
36155,30,7,14210,303,318.719501,1225.379828,105.527224,198.266609,161.544335,481.454844,16.284643,401410.593279,1023.371595,6,24087,80,1998.087252,319.928376,2058.537852,1122.068272,1,0,1,0,0,2,6,0,0,0,342.389146,318.719501,161.544335,25.013473,11741.731578,6.937472,251.45049,17936,63396,29.036328,108,1593.912087,3768.309567,5754.738304,1871.965254,BENIGN,0
38479,13,1,1816,302,141.131752,224.570715,74.714349,17.484269,55.252382,152.074698,39.078187,55043.010473,363.834819,6,24697,22,526.613045,105.496206,1193.572952,533.974157,0,0,1,1,0,1,9,0,1,0,552.386931,141.131752,55.252382,10.894385,1733.007407,0.84131,248.913129,61110,13297,11.949857,100,6350.272135,1216.117834,18447.663166,2818.403471,PortSc,1
283751,5,1,2830,1522,1465.357441,4029.529378,1057.038354,49.536742,36.362424,62.612063,11.171698,15337.390881,21.1453,6,22244,3389,1796.577602,61.732276,544.001018,408.737755,1,0,1,1,0,0,7,0,0,0,1173.704683,1465.357441,36.362424,4.510864,2721.925796,0.899774,1442.855154,31791,60390,3.801715,147,221.550559,2804.842921,18529.774991,2380.244173,BENIGN,0
63915,6,5,7715,171,226.894614,885.442724,29.831648,709.085071,64.557736,126.530213,7.9075,123382.617539,172.103575,1,36146,53,19.22309,4.844575,110.595022,787.602492,1,0,2,1,0,1,5,0,0,0,197.892523,226.894614,64.557736,5.414579,7459.719848,4.053496,161.960452,45918,32396,5.94268,35,2246.064086,1718.36806,14717.166728,2711.258027,BENIGN,0
33718,31,6,21134,2117,30.487061,126.922319,15.626483,90.00465,20.845102,37.593325,5.203293,689572.335251,1097.336734,6,57483,44377,253.882064,742.440777,2441.426866,1517.741898,0,0,1,3,0,0,2,0,0,0,866.244639,30.487061,20.845102,27.326263,20661.097532,5.999183,1816.118747,4068,58153,29.91278,46,6101.340401,64.140622,5067.81179,5935.50818,BENIGN,0
6523,9,2,2440,1044,2378.764438,9276.01805,920.726296,66.593811,216.803898,1005.943489,61.134515,534110.072053,1686.340641,17,13550,80,1876.725011,225.798672,42.293987,1925.433247,0,0,0,1,1,1,1,0,0,0,453.154675,2378.764438,216.803898,8.309148,2278.200112,1.783013,962.545464,27973,1278,8.866542,180,2924.45791,333.867506,8793.124548,3805.165532,BENIGN,0
91003,8,6,3013,2493,80.544323,231.463892,38.349835,110.133273,254.297138,720.780187,201.116554,60503.499885,153.841082,17,52232,443,50.614952,273.049178,695.897613,139.20725,0,0,0,1,0,1,3,0,1,0,267.117581,80.544323,254.297138,6.893491,2746.516831,5.558388,2475.700152,40057,61638,6.214341,169,352.635014,6373.256332,2746.587352,421.873733,BENIGN,0
4727,21,6,639,5035,565.10708,2717.805605,412.472575,59.710489,33.101011,127.555154,15.462153,1200338.481066,5711.867992,17,43691,445,704.105828,134.808327,401.535194,391.969563,0,1,1,5,0,0,6,0,0,0,316.345326,565.10708,33.101011,19.866188,541.680019,5.184856,4273.631065,38680,21950,20.226337,85,8389.338842,2342.226422,21746.376137,277.804443,BENIGN,0
